Class Index,Text
1,robin williams is happy to have left the saccharine sentimentality of the bicentennial man for a much darker side .
1,balanced fashion .
1,a small genre picture .
1,sympathy without being naive .
0,about an intervention that will gradually change what . . .
0,for filling time
1,a picture that really tells a story .
1,"care about the film , which imagines an epic tragedy of a callous rich boy who must choose between a beautiful , satisfied 22 year old girl and a pretty , satisfied 18 year old woman ."
0,in disgust and disgust
1,an insight into the provincial bourgeois society of france .
1,rich characterisation .
0,"in my decision , i decided what bothered me most about god . . ."
0,with a script that assumes you 're not smart enough
1,this melancholic noir reminds me of memories .
0,in pain and . . .
1,a sea full of cheerful and cheerful faces .
1,an engaging examination .
1,great fun .
0,in armageddon
1,pleasure and heat .
1,"reach the emotion or timelessness of disney 's great past , as well as recent successes such as mulan '' or tarzan ."
1,sex !
0,a rotten society
1,an unexpected winner for both adults and young viewers .
0,a dry and reliable manual
0,in a movie that 's just fun
1,the red bridge celebrates women 's strength and celebrates the healing power of women .
0,a stingy bite
1,"spy is still fun , funny , and too much of a fool to be worth the effort ."
1,sweet cinderella !
0,of no clear reason
0,with too much settling down
1,fear and disappointment lead to an intolerable level .
1,xxx 's an explosion of adrenaline .
1,beautiful !
0,"like kevin smith , the blasphemous bad boy from the suburbs of jersey , who would have lost all the money and his sense of humor ."
0,a greek for those who do n't know the film 's crude humor
1,a hard earned reward for the pompous self loathing of other good fiascos such as antwone fisher or the emperor club .
1,"often messy and frustrating , but sometimes it 's very nice ."
0,with an elbow to the side
0,with its characters whose fate we ca n't even imagine . . .
0,from his cheesy screenplay to the greyish quality of the lighting
1,humor elements .
0,"undercutting the devastatingly telling impact of complete loss , which is depicted in a simple name . . ."
1,a mysterious area of popular culture .
0,like sandler 's losing his strength
1,"a bit of a classic ' wait till night ' and ' extremities ' , but in terms of their style , the film is on its own ."
1,a holiday spirit .
0,in a heartwarming way
1,an amazing sound system .
0,"for a man trying to make a head or tail out of a story about hip hop indie bands , that 's enough to strain his brain . . ."
0,the exercise of narcissism and self congratulation disguised as an honor .
1,a much bigger and much more important story .
1,pleasurable . . . pleasant .
1,original concept of being unable to help himself .
0,"in fact , the story merely putters along looking for wise observations and ends up empty ."
1,"a touching , though obviously manipulative movie emerges as a strong one , not as pompous ."
1,another guilty pleasure .
1,creepy story .
1,daniel auteuil 's best actor .
0,"for a man who waited three years without breath in anticipation of the next hal hartley film , nothing could be more disappointing ."
1,three dimensional characters .
1,something like that .
1,deserved co winner .
1,your jet .
1,"the first two thirds of the film are incredibly exciting and insanely funny , partly thanks to the invention of the cinematography ( a great visual mask ) , a strong cast , and a wickedly twisted sense of humor ."
1,great fun and undeniable energy sparked by two women in their fifties who are at their peak .
0,"a couple of cliche movie structures a road movie , a coming of age movie ."
0,without a great deal of suspense and no plot surprises '' surprises me .
1,assumption based .
0,in this place you put them together
0,"not a bad movie , but an eloquent and eloquent description of the award winning collar of a murder mystery"
1,"an emotional , but utterly irresistible portrait of three ."
0,at various locations in new york city
1,the one i loved most .
0,undefined pair of shorts
1,merit for screenplays .
0,for so bad made at all levels that i really do n't believe people were paid for it
1,"energy , intelligence and verve ."
1,simple .
0,the reason why such a distinguished actor stooped to such a low level
0,like a vain mixture that was created in a hurry after oedekerk
0,in the third grade
1,courageous !
1,a passable date movie .
1,a lot smarter and more observant than he initially thought .
1,"the dragon is a real star in fire control , and i 'm not going to disappoint you ."
1,three from three .
1,confirmation .
1,an adventure film for all ages that love adventure .
0,"in a stupid , narratively chaotic , visually disjointed . . . a strange mixture of 'thing ' and geriatrics"
1,"such a rare family film , real and sweet , without the use of cartoon jokes and silly humor ."
1,the launch of the debate .
0,"with one of the most fascinating stories in the world it has become boring , lifeless and irritating . . ."
1,"shocking and inspiring , the film has a peculiar purity that does not bring you to the characters , but rather to examine them ."
0,in documentary form of pornography
0,the exit
1,the view of intelligent people making films .
1,ideal !
0,"about a non sympathetic character , and someone who would probably be foolish enough to ask . . ."
1,inspiring .
1,all of these stories can be touched by the simplicity and fragility of angels .
1,a recommendation for this movie .
0,like the closest thing to a movie imitation
0,the only real 'chan chan ' moment .
0,that 's boring
0,without a lot .
0,for the poor dana carvey there 's nothing funny about it .
1,mr day lewis 's roar with leonine power .
1,the best film of all time .
1,ten years ' delay .
1,elegantly colored appearance and sound .
1,a couple of interesting questions about how human life differs from that of an android .
0,a description of the worst hubristic folly of all time .
0,for moviegoers who have n't been completely black
0,"a diffuse , offensive and unnecessary"
0,in all levels of bad work
1,popcorn for dinner .
0,in extremely boring and overwrought bits
0,"during the filming of the film , neither the french nor the audience were subjected to torture for more than an hour and a half ."
0,of the missing material
1,the horror movie .
1,great and cruel .
0,"with a loss of political and social observations , a new romance about two sapphires caught in an unintelligible script ."
0,of great sadness
0,in the short term
0,"in the sequel , which is also a feeble excuse , the blade 's fans will be able to look once again at the hero of wesley snipes , who is fighting dozens of bad guys ."
1,savoury .
1,great heat .
0,in pain
0,a very nasty looking broad
1,heat and mild .
1,the original one might have hoped for .
0,a boring story
0,"in martial arts and gunfights , too much excitement , and no compelling story . . ."
1,the possibility of finding love in unlikely places .
0,the art of filmmaking
1,"hilariously , gloriously alive and often hotter than asphalt in georgia ."
1,"true women have a lot of interests , but they 'll also be able to win you over ."
0,"above all , the idealism of american film made life . . ."
1,such a lot of fun .
1,excitement .
1,charm three times .
0,a sense of humor that is n't even as bold as the glory days of the three man company .
0,the sight of a monkey throwing your excrement at you
0,2 days old coke . . .
0,under the water
0,over an hour and a half of listening to torture . . .
0,at the same time not very good
0,surprising of course
1,no fear of trying out all genres .
0,"with this kind of confusion , i ca n't imagine any recent movie , whether independent or not , that would have gotten so messy . . ."
1,fresh and fresh .
1,"the use of a thriller format to explore the labyrinthine ways in which human life intersects and changes , accompanied by events seemingly out of their control ."
1,an energy that will encourage more obedient pupils .
0,a bit of an insult to both sexes .
0,like pieces of other great films that were slapped together .
0,.
1,"a brainless , but pleasantly overrated retro gangster melodrama ."
0,"in elegant , but emotionally cold , an elaborate puzzle whose complex structure ca n't be admired , but whose connection is difficult at a deeper level ."
1,a passion and approach .
1,really funny .
0,a majority of late night sessions
1,a terrible vanity movie that will absolve miramax of the debt he owes benigni .
1,teens looking for something to laugh about .
1,interesting premise .
1,a lie about many clichencies and exposure to a group of dedicated artists .
1,melding derivative elements into something that is often very rich and exciting and always beautiful .
1,something great .
0,"for a bad , mean spirited attack by a grown man who apparently has forced his children to look at a lot of barney 's videos"
0,against a lifeless script he created with harris goldberg
1,members of the highest class austrian society .
1,big fan .
1,a tale of cannibalistic lust above normal .
0,violence
1,no bad prose .
0,the devastation
1,a lot of inappropriate scenes .
0,"in the worst possible way , mr goyer 's loose and unaccountable direction is technically sophisticated ."
0,of course he 's not going to win awards in the area of plot but . . .
1,great movie .
0,a pompous endeavor
0,a lot of it is terrible but . . .
0,.
0,the tragedy of the centre of trade
0,although olivier assayas 's elegant period drama is sometimes punctuated by an incident as a result of conscientious adaptation . . .
0,the first lousy imitation of ritchie . . .
0,in the absence of a great opportunity to really revel in his psyche
0,over a great deal of nemesis feels tired and talky .
1,"a comical documentary , which is freshly assessing the arguments that the bard 's immortal games were written by someone else ."
1,voice vote .
1,one of the most exciting chinese action films of recent times .
0,in a sad mood
1,a feeling of comfort .
1,use his own ironic implications .
0,a bit of a leaden and boring .
0,"on the other hand , throw him back into the river"
1,a sunlit masterpiece .
1,much funnier .
1,a man who is wise enough to know that there are only a few things that are more complex and more fragile in this world than luck .
1,excellent work .
0,inadmissible and inaudible
1,visual wit .
0,after the theater you 're not going to talk about the movie .
1,grins .
1,amazingly !
1,credible information about the mysterious real life .
1,singing beautiful .
0,a lack of visible talent and lack of energy
0,"with its impressive performances and good direction , no lasting impression will be left ."
1,the sand of juliette binoche .
0,without quite igniting .
1,an honest story .
1,george hickenlooper .
1,no disappointment .
1,terrible fun .
0,over the edge of the game
1,huston 's celebratory show .
0,in vain
1,day time television service .
1,excellent performances by mr wollter and mrs seldhal .
0,despite the fact that the original release date was last autumn
0,in the fact that we do n't know if we should scream
1,the domestic film '' is a nice little treasure that will be worth it .
1,tomorrow 's better .
1,a mood lasting even after a surprisingly somber conclusion .
1,a little bit of heart .
0,the pompous . . .
1,an admirably coherent whole .
0,the kind of questionable . . .
0,.
0,a bully
1,allen 's romantic comedies were relevant and enduring .
0,for all families whose mothers died of cancer it is an insult to all of them .
1,a boost to your spirit .
0,"the chaotic horror of the war , but why bother if you want to subdue the truth to the screaming demands of the soap opera ?"
1,a long time after the movie 's over .
1,his understanding and often fun .
1,"brown played in american culture as an athlete , a film and a symbol of black indomitability ."
0,an empty stud stallion
1,"beautiful , angry and sad , with a peculiar sick poetry that resembled the marquis de sade 's house in the pastel countryside ."
0,a stasis of stasis
0,a failed attempt
1,the woman and the duke represent a filmmaker 's lifelong interest in formalist attempts at cinematography .
1,remarkable and surprising .
1,anti bullying .
0,in a conspicuous way
1,perfect screenplay and great sympathetic characters .
0,against stereotypes that make ( comedy for teenagers )
1,"a welcome relief from the baseball films , which try too hard to look mythical ."
0,"on the basis of his acting skills , but on his appearance"
1,"a movie full of life and pleasures , full of strength and vitality ."
1,my interest was just because he was n't trying .
1,self sufficient to step back and look at a sick man with an honest eye .
1,"his perfect acting , inventive screenplay and fascinating music ."
0,after half an hour he 's running out of steam .
1,"the new version of e . t . i 'm leaving , as i was hoping , with my moist eyes ."
1,higher value means helping increase the self esteem of average students .
1,sharp comedy an old fashioned horror movie atmosphere .
1,oscar winner .
1,ability to bring change and inspire hope .
1,beautiful choreography .
1,a fun adventure film for all ages that love adventure .
1,fascinating connections .
1,the challenge is to think about how we are consuming pop culture .
0,a bloody soap opera
0,the difficulty of taking her spiritual journey seriously
1,well done .
0,"the clichés , depression , and terrible alternative music . . ."
0,nightfall
0,the same as the bomb .
1,artistry that strikes as a revelation .
1,extravagant self confidence .
1,strong talk about race and culture delivered with great performances .
1,"roles , editing , and the like ."
1,a lot of imagination .
0,the film 's so uncertain about its ability
1,"the film itself does not lack the heart of fellowship , two towers outmaneuvered the spectacle ."
1,top quality action drives this romantic drama .
1,charming !
1,serbian himself .
1,"a short story , touching and touching to relieve the suffering of a child and his dead mother by communicating with an old woman directly from eudora welty ."
1,sheer stupidity and gibberish .
0,for mothers . . .
0,of course i do n't know exactly what the film is about .
0,the catastrophe
1,"a hugely entertaining film about changing times , conflicting cultures and the joys of good pizza ."
1,his great credit .
1,insane speed .
1,beautiful work .
1,illuminating studies .
1,a great movie for your kids .
0,after the first half hour of interest
1,libido 's movie .
1,a fond memory of an endlessly difficult maze of filmgoers .
0,in disgust and . . .
1,"greater attention to parents , especially fateful fathers , in emotional development of two newlywitched adolescents ."
0,through artful and often meaningless imagery
1,stay upright .
1,everything changes .
1,a clever exercise !
1,themes that interest attal and gainbourg .
1,an extra effort to meet an artist who is nine years old and still trying to grow while still keeping his principles .
0,with thematic irony too clear
1,a fascinating material .
0,sarcastic and sarcastic
1,"unusual , but pleasantly surprising debut ."
1,"my last kiss may not have gained the popularity of my great greek wedding , but its central wedding scene has a much greater impact ."
1,fiction .
0,over the post office
0,the visual and the oral nonsense
1,a refreshing change .
1,occasionally he raises his head to breathe fresh air .
0,for an hour and a half of meaningless meaningless gibberish .
0,"inaudible , annoying"
1,occasional laugh .
0,the gory bloodbath
1,probably the most honest and sensual entertainment i 've seen in the last year .
1,an inspiring insight into the city 's life and the class struggle that confronts two young men .
1,a beautiful sobering drama .
0,the mtv shambles
1,extraordinary intelligence and originality .
0,the artificial structure of the building
1,a thoughtful emotional film experience .
1,an interesting piece of curiosity .
0,"with no sense of ingenuity , wit , or any other intelligent joke . . ."
1,"his family and community ties are encouraging , as well as a new beginning every season ."
1,great performances !
1,talk about a lot of movies that go right out of hollywood .
0,a boring talking head
1,a gay love story .
0,like a character who wears a welcome as a try . . .
1,the pretense of a movie that simply aims to be fun and ends up with a good result .
1,a truly moving film .
1,realistic .
0,a vague document
0,"the theft of harvard is a terrible film , if only it had failed so much . . ."
1,merry go round .
1,"a life that is affirming and heartbreaking , a sweet without succumbing to decay ."
1,"arteta paints an image of life , which is filled with quiet despair ."
1,a hugely rich movie .
1,the prospect of winning a broad summer audience through a review on the internet .
1,"an edited version of the film , which is certainly not going to be a film that goes beyond two and a half ."
0,a terrible thing to do
0,in a fierce battle for not smart mothers and daughters and even less capable three criminals . . .
0,the most conventional thing
1,direct hit !
1,winner of the greenlight project .
0,a real attempt at gross romanticization of a type of delusional personality
1,nothing to suck you up and sweat .
0,by the time the film went too far into the exxon area and left me at the station to find a way back to real life .
0,on becoming wearisome
1,"prevention of many condescending stereotypes , which are so prevalent in the film about mental illness ."
1,a chilling look at bleak and lost 21st century america .
1,the best of all time .
0,like being trapped in a dark pit and having nightmares about bad films . . .
1,constant fun .
0,for even more laziness
1,artful !
1,new york .
0,"like a smorgasbord of soliloquies , which has nothing to do with the former mr drew barrymore"
1,a good sword fight .
1,a lot of fun .
0,a terrible movie
1,a great cinematography and a naturalistic performance .
0,"a lot of careful , but no passion"
0,"the adventure of blair 's witch , which is like an evil soap opera , in which all the actors excelled ."
0,with sentimental problems
1,passion . . . passion .
1,real insight .
1,classic fairy tale .
1,and not just by the knowledge he 's got .
1,lovers of whodunit will not fail .
1,yeah i enjoyed it !
1,strong drama and emotion .
1,a great equalizer that will relieve us of all the difficulties of life and bring joy to our lives that we have no idea .
1,the road to oblivion shows great greatness .
0,in the next movie dudsville .
1,final point . . . everyone should be on their own .
0,in his general villains there is no intrigue ( except for his funny accents ) and in his action scenes he delivers a bad lead .
0,"unless you 're an admirer , i 'd say scooby '' is not ."
1,you 'll find the path of doom leads to an enjoyable goal .
0,"in an excellent job he conjures up a menacing , menacing atmosphere , though sadly , the only thing we see from the end of the story is flashing red lights , rattling noises , and a blow to the head ."
1,the rest of the cast were sidelined by il cool j .
0,the absurd and ridiculous
1,a nice and funny film .
0,"in the film , which is filmed on a digital videotape , the details are often unclear ."
0,'trying-to-be cool 'clockstoppers
0,"in the fact that he does n't have a heart , mind or a sense of humor . . ."
1,an excellent combination of acts .
0,"with such a variable tone as cinematography , schaeffer 's film does not find its way into a light handed enchantment that requires the material , and its eccentricities and weaknesses will never bring its charm ."
1,his energy .
1,extraordinary magnificence .
1,newcomer ellen pompeo does it with aplomb .
1,hell yeah .
1,a suitable witch to appeal to women .
1,a movie classic .
1,great fun and uplifting .
1,uniqueness and nature .
1,no other film from recent times .
1,beautiful big screen !
0,"in light of these shootings , there 's something wrong in california . . ."
1,"the soul of a man suffering , who is gradually accepting and dealing with him ."
0,a collection of weirdos
0,about as much fun as looking at how your favourite animal is buried alive . . .
0,without point
0,without any idea he 's serious
0,in schmaltz
1,very slow work .
1,"description , caricature , poignancy and intelligence ."
0,like a big screen remake of a wild wild west
1,us .
1,"a bit of an uneven when it 's like a cat mewling , but it can also be a purr ."
0,a film that 's more challenging and depressing
1,sincerity and honesty .
0,"after ninety minutes of playing in the opposite direction , bullock and grant still look uneasy when they shared a common space ."
1,an engaging and moving portrait .
0,"in spite of everything , the biggest mystery of this project is how it all came to an end ."
0,in the sink '' sink .
1,great fun !
0,on a report card that 's not up to the lofty tagline . . .
0,"in the end , avary failed to create a story worthy of dramatic importance . . ."
0,"in the end it turns out to be not just bad , but not so bad ."
1,extra points for the fact that they acted as if they were n't .
0,with a wooden bent
0,after a bleak and humorless soap opera
0,with an uncomfortable tension
0,a mistake
0,"a number of side events , none of which will be remembered ."
1,tremendous fun .
0,a guy who does n't have teeth
1,a little more fun .
1,an act that quietly affected a police drama .
0,of course i suspect it was improvised during the production . . .
1,ethics and morality .
1,a unique thriller .
1,star power induced by pop .
0,"in fact , lawrence hates criticism so much that he refuses to take a look at his work"
1,one of the two things unadulterated excitement or genuine laughter .
0,although a little repetitive
1,his metaphors are so opaque that he avoids didacticism .
0,worse
1,"no one 's going to tell the truth about two defenseless bodies , but they 'll give us time and space to make it all by themselves ."
1,a superb performance in an admittedly weak movie .
0,without half the enthusiasm of balto or a quarter of the fun of a toy story
1,an amazing young talent in one of the most difficult chabrol psychological mysteries .
0,without any thought of the people who prepared him and delivered him
0,like everyone who 's done it lost the film . . .
1,"a second dose of love , romance , tragedy , false dawn , real dawn , comic relief , two separate crises during the wedding ceremony and a beautiful countryside ."
0,"as a matter of fact , changing sheets is easier than changing stereotypical concepts in romantic comedies"
0,ineffectual
0,the consistency of acids
1,remembrance of love !
1,vivid and touching messages .
1,that alone is remarkable .
1,everyone gets something .
0,for such a clumsy sentimental and ineptitude to lead you to speak in tongues
0,like a scarecrow or a tremble or . . .
1,pleasantly .
1,emphasis on animal care and respect for other cultures .
0,in no way was anyone on set funny
0,with the shame i 've seen it for a long time .
1,driver and goodfellas .
0,a lethargic revival prayer .
1,riveting fun .
0,"like role , edit , or write , or whatever . . ."
0,"from spy kids 2 it seems like he 's made of a 12 year old , not an adult ."
0,in low visibility
0,a chance to guess from the beginning
0,about everything that comes close to a visceral kick and anything that comes closer to a vague reason to sit down . . .
1,a film worthy of a recommendation .
1,"a little bit more than others , but i loved the barbershop ."
0,the country bears
0,with a camera aimed at the smeared windshield of a rental car
1,"an art that is highly entertaining , self centered , politically motivated documentary making ."
1,"not only is he blind to stupidity , but he also captures the spontaneous creative process of spontaneous creativity and real cooperation ."
1,poetry !
0,a strange act
0,"stiff , ponderous , impenetrable"
0,the knowledge of the world comes from reruns of television and shopping magazines .
1,"he 's fun about family life and family habits , but he treats them with love and respect ."
1,cares .
0,the search for stories
1,the real human soul .
1,no one can deny that burns is an accomplished filmmaker with a bright future ahead of him .
0,the mere pawn in the plot of two directors who have much less delightful disabilities
0,in your opinion it was a mere coincidence .
1,an incredibly entertaining look .
1,"a son and a woman , a woman and a father ."
1,"a noisy , lyrical movie ."
0,without a certainty where self promotion ends and truth begins
1,enjoyed as a literary experiment that draws on real events .
1,an effective movie .
1,complex . . . complex .
0,"as an anonymous , easily replaceable force that acts as a horror movie hero against all odds ."
1,a pleasant family .
0,a terrible film
1,bollywood and hollywood will undoubtedly provide their greatest joy .
0,with a new meaning of a phrase fatal error in writing . ''
1,funny and kind of heartwarming .
1,part of us ca n't help it when we see someone getting away with something .
1,the charismatic star of jake gyllenhaal .
1,belly laugh .
0,like they did n't call you for a party .
1,a more playful tone .
1,a terrible picture of hell that ca n't be shaken .
1,i love the movie .
1,"great work , not to mention great testud 's performances ."
0,in the trap of an audience in a series of relentlessly nasty situations we would have paid a considerable ransom for that we would n't look at .
0,in a way that skirts all the scenes that would require the real performance of miss spears
1,"strange , crazy ."
1,"a clever , sexy mixture of road movies , coming of age humor and political satire ."
1,part of the fascinating history of the theatre .
0,the formula of fish from the sea
0,"on blade ii , which has dried up the formula of undead action films , is morphing into an ugly monster movie with more nonsense than fear ."
1,a compelling and frightening tale .
0,"for that , send cranky !"
0,for the rich !
0,"by the age of 25 , an iq of 90 and a driver 's license , you should have more fun ."
0,the effort of producing another strike
0,the affair
0,over layers of emotion . . .
0,for kids
1,assayas 's ambitious and sometimes beautiful adaptation of the novel by chardonn .
0,the possibilities seem endless .
1,strange and human .
0,a terrible love affair
0,"a permanent bestseller , a clever woman , a foolish choice of advice ."
1,a chilling thriller .
0,with a lack of focus and annoying
0,his addiction to jokes
1,epic treatment !
0,at the end of a barrel
1,warm him up .
1,feel the screenwriter at any point .
0,for the last time i 've seen a worse film with stunts or cheaper production values than in the most violent operations .
0,with dud . . .
0,"instead of trying to catch a couple of blondes , diggs should try to find out why he ended up in such a bad movie ."
1,calm down .
0,for such a strange and funny thing that the tension is too obvious
1,such a situation is perfectly acceptable and sometimes very pleasant for children .
0,gangs
1,the departure of ace japanimator hajao miyazaki .
1,his smallness .
1,straightforward and frankly honest .
0,the tension of his plot twist and . . .
1,nothing bad about it .
0,a mess that does n't scare or be smart and not interested .
0,a bit of an insult to both sexes
1,"each painful twist , unexpected flashes of dark comedy , and a strong character ."
0,"the cunning , but unnecessary ."
0,"with the narrator and other characters trying to convince us that the acting process is moving esther , but no one has seen him speak on stage , and esther seems to have remained unchanged ."
1,evocative imagery and imagery .
0,like a bad summer movie
0,"on the other hand , i 'm not sure if this is the worst film of 2002 ."
0,"without any point of view , no contemporary interpretation of joan 's plight of a preeminist woman we are left with the impression that the film can only be done because current standards allow for a lot of nudity ."
1,a level of intelligence and visual splendour typical of other films .
1,a beautiful eerie movie .
1,maybe they expected to record in a mini dvd .
0,in order to prevent the film from ever reaching the comic heights of its creators . . .
1,he 's smarter and more devilish than you thought in the beginning .
0,"in a pantheon of debris , which includes land on the battlefield and teenage girls"
0,without a complete turnaround from a dark comedy to a gripping thriller
1,touching and ridiculously funny .
1,"ash wednesday , despite its terrible nature , is full of tension and unpredictable , with an excellent cast ."
1,victory .
1,excellent documentary .
0,"in its core , a bitter film , a quest for emptiness , which underpins relentless appetizers"
0,as a mere witch without charm .
0,in other disgusting
0,the film was created and executed by people who were scornful and i ca n't even remember the name of the culprit .
1,"assembles an impressive profile of a deeply humanist painter , who , despite everything he has seen , is still surprisingly idealistic and retains an extraordinary belief in his ability to communicate the truth of the world ."
1,an inspiring irony .
0,that the brats will never be anything but a loser . . .
0,the only way michael myers will be killed will be to stop buying tickets for this film .
1,cinematography and excellent sound .
0,"at the chateau we have one really funny joke and a couple of other good jokes , but the whole thing is just a slightly entertaining , sometimes tedious , and ultimately meaningless movie"
0,at an immediate forgettable and
1,worth a look .
1,an extraordinary movie .
0,a repulsive orgy of excess and abuse that does n't have a point and goes nowhere . . .
1,the old man .
1,occasional belly laugh .
0,the argentine beauty of argentina
1,barrie 's great .
1,"cunning and skilful , quick and dirty ."
1,"a time machine , a journey back to your childhood , when it was all lost in the dark of the theater and the films were fascinating and entertaining at the same time ."
1,excellent value .
0,in a movie that ( witherspoon ) will not be remembered .
0,a chimney fire and a stack of dead bodies .
0,"about a new kind of high , but still a bad way to go"
1,"improbable as it may seem , abbass exaggerates ."
1,a real childhood movie .
0,the story and pace typical of hollywood war films
1,a lot more success .
0,with a weak script
0,with a look at his watch he realizes he 's not even halfway through the service . . .
0,a 94 minute comedy
1,a nice focused piece .
0,by guessing how kids are going to be gored at home
1,a good movie in trouble .
1,an intervention !
1,more than enough to reward them .
1,"writer and director dover kosashvili is taking a somewhat dark look at relationships , whether sexual or spiritual ."
0,not as much as wayne
1,an amazing movie .
1,an adventure full of value for the environment .
0,the number of women
1,beautiful compassionate .
0,the other turkey . . .
1,"his performance is so well tuned that the film is going to win , even though he 's never quite as strong as he should have been ."
0,in your feelings of guilt
0,. .
1,humanity .
1,a push to its highest virtues .
0,without any wit . . .
1,a rare artist .
0,for selfishness
0,poor john q
1,guru 's help .
0,with its philosophical void and excruciatingly boring pace
0,a botched attempt
1,director jose campanella could turn it into argentine 's remake of 'iris ' or ' american beauty ' and create something more beautiful than those two films .
0,a lot of nasty conversations that only self conscious neurotics engage in . . .
0,a big fat fool
0,with an effort to make his welcome as much as his title character .
0,before other films that really tell the story you care about . . .
1,"cunning , abrasive and even abrasive enough to overcome my resistance ."
1,his excellent use of new york city and excellent writing .
0,under torture . . .
0,the world of suffering
1,a reward for good acting .
1,the strange bones tickled .
0,for 'unbearable ' project
1,wonder a teenage film with human themes .
1,.
0,"despite the deliberately low standards for fraternities , the sorority boys are an aberration ."
1,a man celebrating a human soul with such an unrelenting dickensian decency that i 've become a monster .
0,"as solondz thought of two films , but he could n't figure out how to film them both . . ."
1,beautiful scenery !
0,"in addition , if he just went a little further . . ."
1,the salton sea surprises us .
1,gentle touch .
1,great .
0,the hole in the skull
1,her performance is more interesting and funnier than her performance .
1,likable . . . nice .
1,old wiser eyes .
0,.
1,works in a couple of levels and certainly deserves to be seen at least once .
0,in an egotistical and unimaginative way
1,at least one homer .
1,a great start in the debate about guns and violence and fear .
1,a reward .
0,in the first frame .
0,the old fashioned way
1,summer blockbuster !
1,finding a little human moment .
1,a couple of intelligent comments about bollywood 's success .
0,the corn dogs
1,previous director 's first movie .
1,canadian filmmaker gary burns 's inventive and often hilarious take on life in cities filled with misery .
1,rarely does a movie use the adjective mild '' to describe a movie that perfectly describes paulina and paulette .
0,in hackneyed . . .
0,"the battle for power , which pits the victim against the predator , takes place in an unsteady rhythm of artificial suspense ."
0,the distance
1,romance .
1,a historical study and a tragic love story .
0,"in fact , white has no character , only caricatures , one dimensional cartoonists who make him laugh , nothing more ."
1,such a perfectly pleasant and satisfying night at a cinema i have n't seen before .
1,a lot to be impressed by e .t .
0,in obvious and obvious . . .
1,reading my lips .
1,an interesting look .
0,the impotence between a naive mother and her daughter and a trio of criminals .
0,in an otherwise sumptuous bollywood imagination . . .
1,soderbergh 's best movie .
0,in fact it 's not a terrible thing to experience ''
1,matthew shepard .
0,the need to stop begging your mother
1,ability to immerse yourself .
0,my revulsion !
1,another story from the deep south .
0,a full of teenage scandalous
1,attal 's problems with infidelity are old fashioned .
0,"if you like being rewarded with a script that tells you you 're not very smart , then you 'll get a transfusion ."
1,good choice .
1,a hero motivated by something other than the possibility of franchisee .
0,with a little less than a glass of sparkling champagne
1,mark the best job of ms . bullock .
1,the sequel to the family movie is really fun .
1,insomnia 's best movie of all time .
1,the final chapter deals with less actorly existential despair than its pioneering formal innovation and insight into a different chinese cultural revolution .
1,a worthy experience of watching films .
0,such a long and boring time
1,saw a movie .
1,romantic comedies painted by numbers .
1,smarter than an average bond !
0,"the hastily drawn up production is only for the purpose of using hopkins ' interest in playing hannibal lecter , even though harris does n't have an immediate appetite for the fourth book ."
0,the tragic side of it
0,of course that 's not enough to give him the substance he 's so desperate for .
1,a beautiful reconstruction of the terrible events .
1,"assembles an amazing profile of a deeply humanistic artist , which , despite everything he has seen , is surprisingly idealistic ."
0,a rare role in the film
1,comics lovers .
1,excellent service .
1,"eric schweig and graham greene both exude a dignified dignity that is perfect for a proud warrior , which is preserved in their souls ."
1,a song about love .
1,complete sincerity and respect .
1,a great sequel .
1,a bit of a humorous and tender story .
0,after tumultuous end
1,growth .
0,an unnecessary rewrites
1,"better characters , genuine hubris ."
1,the dangerous life of a teenage altar boy .
1,fascinating .
1,love disney 's movie with such little cleavage .
1,the real impact .
1,"as well as all the great films about life , which you did n't even know existed , they give you so much to absorb and think about at the end of the film ."
1,disturbing wait .
1,"promising , gifted , charming and tragically ."
1,"if the main goal of horror movies is to frighten and disturb you , then it will work spectacularly ."
0,of incompetence and of artificial origin
1,"the film 's equivalent of a great , tender embrace of a neighborhood ."
1,an impossible place .
1,delightfully beautiful .
1,heart or conservative spirit .
1,"all the pleasant randomness of an extremely vivid dream that is compelling , amusing and disturbing at the same time ."
1,film version .
0,about the fact that the whole exercise does n't make sense
0,an annoying snapshot
0,"in fact , the look hurts ."
0,"a film that does n't say anything about kennedy 's murder , or anything about the pathology he 's trying to investigate ."
0,without any idea about the film 's existence
1,"thanks to reliable cinematography and several fascinating performances , this goal can be achieved by a truly unique walk through the woods ."
0,"the cliche , painful improbability , and obscure details ."
0,inexcusably
1,the film 's significance may be of great significance to anyone who has seen it .
0,"the long , relentless saccharine film is clearly an ecclesiastical sermon for the converted ."
0,with an excruciatingly unfunny chuckle
0,with a painfully formulaic formula
1,rich and exciting .
0,"in fact , nothing interesting"
0,a lot of people went to see the attraction just because it was so hot out there and the air conditioner was n't helping the film at all .
1,dawson creek .
0,a bit of an amateurish square
1,"an inspiring tribute to the courage and devotion of journalists who willingly entered the war nightmare not just to document it for posterity , but also to help us ."
1,"an angry , somewhat crazy young woman ."
0,in too much detail
1,nice little bit .
1,"love , romance , tragedy , false dawn , real dawn , humour , two separate crises during the wedding ceremony ."
0,on a planet where animals live .
1,jumps on a woman 's movie head .
1,creates plot points .
1,great . . . great .
0,without interest
1,an excellent performance in a admittedly weak movie .
0,"in contradictions , in dishonesty"
0,"like a fool , irrelevant and deep . . ."
0,a little bad
1,an irresistible junior high .
